"Country","Date","FC.rating.long","FC.rating.short","FC.rating.outlook","LC.rating.long","LC.rating.outlook"
"Turkey",2000-04-27,"BB-","B","-","BB","-"
"Turkey",2000-04-10,"B+","B","Rating Watch Positive","-","Rating Watch Positive"
"Turkey",1996-12-20,"B+","B","-","-","-"
"Turkey",1996-07-29,"BB-","B","Rating Watch Negative","-","Rating Watch Negative"
"Turkey",1995-10-26,"BB-","B","-","-","-"
"Turkey",1995-09-26,"BB-","-","-","-","-"
"Turkey",1994-08-10,"B","-","-","-","-"
"Turkmenistan",2005-02-25,"-","-","-","-","-"
"Turkmenistan",2001-05-18,"CCC-","C","-","-","-"
"Turkmenistan",2000-09-21,"B-","B","Stable","-","Stable"
"Turkmenistan",1999-01-29,"B-","B","-","-","-"
"Turkmenistan",1998-01-07,"B","B","-","-","-"
"Uganda",2011-10-07,"B","B","Stable","B","Stable"
"Uganda",2009-08-19,"B","B","Positive","B","Positive"
"Uganda",2005-03-17,"B","B","Stable","B","Stable"
"Ukraine",2011-10-19,"B","B","Stable","B","Stable"
"Ukraine",2011-07-21,"B","B","Positive","B","Positive"
"Ukraine",2010-07-06,"B","B","Stable","B","Stable"
"Ukraine",2010-03-17,"B-","B","Stable","B-","Stable"
"Ukraine",2009-11-12,"B-","B","Negative","B-","Negative"
"Ukraine",2009-02-13,"B","B","Negative","B","Negative"
"Ukraine",2008-10-17,"B+","B","Negative","B+","Negative"
"Ukraine",2008-09-25,"BB-","B","Negative","BB-","Negative"
"Ukraine",2008-05-14,"BB-","B","Stable","BB-","Stable"
"Ukraine",2006-10-25,"BB-","B","Positive","BB-","Positive"
"Ukraine",2006-01-12,"BB-","B","Stable","BB-","Stable"
"Ukraine",2005-06-08,"BB-","B","Positive","BB-","Positive"
"Ukraine",2005-01-21,"BB-","B","Stable","BB-","Stable"
"Ukraine",2003-06-25,"B+","B","Stable","B+","Stable"
"Ukraine",2002-03-26,"B","B","Stable","B","Stable"
"Ukraine",2001-06-13,"B-","B","Stable","B-","Stable"
"United Kingdom",2012-03-14,"AAA","F1+","Negative","AAA","Negative"
"United Kingdom",2000-09-21,"AAA","F1+","Stable","AAA","Stable"
"United Kingdom",1995-10-26,"AAA","F1+","-","AAA","-"
"United Kingdom",1994-08-10,"AAA","-","-","-","-"
"United States",2011-11-28,"AAA","F1+","Negative","AAA","Negative"
"United States",2000-09-21,"AAA","F1+","Stable","AAA","Stable"
"United States",1996-04-01,"AAA","F1+","-","AAA","-"
"United States",1995-11-13,"AAA","F1+","Rating Watch Negative","AAA","Rating Watch Negative"
"United States",1995-10-26,"AAA","F1+","-","AAA","-"
"United States",1994-08-10,"AAA","-","-","-","-"
"Uruguay",2012-04-24,"BB+","B","Positive","BBB-","Positive"
"Uruguay",2011-07-14,"BB+","B","Stable","BBB-","Stable"
"Uruguay",2010-07-27,"BB","B","Positive","BB+","Positive"
"Uruguay",2009-07-13,"BB-","B","Positive","BB","Positive"
"Uruguay",2007-07-27,"BB-","B","Stable","BB","Stable"
"Uruguay",2006-05-24,"B+","B","Positive","BB-","Positive"
"Uruguay",2005-03-07,"B+","B","Stable","BB-","Stable"
"Uruguay",2004-03-29,"B","B","Stable","B+","Stable"
"Uruguay",2003-06-17,"B-","B","Stable","B","Stable"
"Uruguay",2003-05-16,"RD","D","-","B","-"
"Uruguay",2003-04-10,"C","C","-","CCC-","-"
"Uruguay",2003-03-12,"CCC-","C","Negative","CCC-","Negative"
"Uruguay",2003-01-07,"B-","B","Negative","B","Negative"
"Uruguay",2002-07-30,"B","B","Negative","B","Negative"
"Uruguay",2002-05-28,"B+","B","Rating Watch Negative","BB-","Rating Watch Negative"
"Uruguay",2002-03-13,"BB+","B","Negative","BBB-","Negative"
"Uruguay",2001-07-23,"BBB-","F3","Negative","BBB+","Negative"
"Uruguay",2000-09-21,"BBB-","F3","Stable","BBB+","Stable"
"Uruguay",2000-05-19,"BBB-","F3","-","BBB+","-"
"Uruguay",1997-01-23,"BBB-","F3","-","-","-"
"Uruguay",1997-01-14,"BB+","B","Rating Watch Positive","-","Rating Watch Positive"
"Uruguay",1995-10-26,"BB+","B","-","-","-"
"Uruguay",1995-01-18,"BB+","-","-","-","-"
"Venezuela",2012-04-04,"B+","B","Negative","B+","Negative"
"Venezuela",2008-12-16,"B+","B","Stable","B+","Stable"
"Venezuela",2007-10-18,"BB-","B","Negative","BB-","Negative"
"Venezuela",2005-11-14,"BB-","B","Stable","BB-","Stable"
"Venezuela",2004-09-20,"B+","B","Stable","B+","Stable"
"Venezuela",2003-06-23,"B-","B","Stable","B-","Stable"
"Venezuela",2003-01-10,"CCC+","C","Negative","CCC","Negative"
"Venezuela",2002-06-28,"B","B","Negative","B-","Negative"
"Venezuela",2002-02-06,"B+","B","Negative","B","Negative"
"Venezuela",2001-12-18,"BB-","B","Negative","B+","Negative"
"Venezuela",2000-09-21,"BB-","B","Stable","B+","Stable"
"Venezuela",2000-05-15,"BB-","B","-","B+","-"
"Venezuela",1999-09-02,"BB-","B","Rating Watch Negative","-","Rating Watch Negative"
"Venezuela",1997-09-15,"BB-","B","-","-","-"
"Vietnam",2010-07-28,"B+","B","Stable","B+","Stable"
"Vietnam",2010-03-11,"BB-","B","Rating Watch Negative","BB-","Rating Watch Negative"
"Vietnam",2009-06-29,"BB-","B","Stable","BB-","Negative"
"Vietnam",2008-05-29,"BB-","B","Negative","BB","Negative"
"Vietnam",2003-11-06,"BB-","B","Stable","BB","Stable"
"Vietnam",2002-06-11,"BB-","B","Positive","BB","Positive"
"Zambia",2012-03-01,"B+","B","Negative","B+","Negative"
"Zambia",2011-03-02,"B+","B","Stable","B+","Stable"
